,Planet Name,ESM Estimate 3.9-4.03um,ESM Estimate 4.03-4.16um,ESM Estimate 4.16-4.29um,ESM Estimate 4.29-4.42um,ESM Estimate 4.42-4.55um,ESM Estimate 4.55-4.68um,ESM Estimate 4.68-4.81um,ESM Estimate 4.81-4.94um,ESM Estimate 4.94-5.07um,ESM Estimate 5.07-5.2um,ESM Estimate 5.2-5.33um,ESM Estimate 5.33-5.46um,ESM Estimate 5.46-5.59um,ESM Estimate 5.59-5.72um,ESM Estimate 5.72-5.85um,ESM Estimate 5.85-5.98um,ESM Estimate 5.98-6.11um,ESM Estimate 6.11-6.24um,ESM Estimate 6.24-6.37um,ESM Estimate 6.37-6.5um,ESM Estimate 6.5-6.63um,ESM Estimate 6.63-6.76um,ESM Estimate 6.76-6.89um,ESM Estimate 6.89-7.02um,ESM Estimate 7.02-7.15um,ESM Estimate 7.15-7.28um,ESM Estimate 7.28-7.41um,ESM Estimate 7.41-7.54um,ESM Estimate 7.54-7.67um,ESM Estimate 7.67-7.8um
10,TOI-4463Ab,5.397384380637901,5.408923238634012,5.409879411336717,5.401571964650595,5.385184935376356,5.361777425979039,5.33229406984033,5.297575403128882,5.258367845874513,5.215333112540763,5.169056954463987,5.120057192761946,5.068791037961373,5.015661716990929,4.961024443225095,4.9051917737776325,4.848438402274849,4.791005436351765,4.7331042081521,4.674919663917196,4.616613375827595,4.558326215973968,4.50018072892055,4.442283235940962,4.384725700755105,4.327587383537973,4.270936307137013,4.214830556836958,4.159319432655017,4.1044444710191454
11,TOI-3785b,0.13830272587620246,0.15333157674409875,0.16852952910003674,0.18379503438759867,0.19903535209641526,0.21416699161814662,0.22911582135624353,0.24381692168041963,0.2582142478562109,0.272260158488606,0.2859148549948414,0.2991457685549693,0.31192692305703285,0.3242382957949425,0.3360651920431608,0.34739764502628423,0.35822984910372246,0.3685596310731319,0.37838796223820353,0.3877185121738326,0.39655724385331176,0.40491204889093446,0.41279242102493313,0.42020916555793897,0.427174142234112,0.43370003892244524,0.43980017346099837,0.44548832107046965,0.4507785648473076,0.4556851669795777
12,WASP-124b,2.6565574588888987,2.6637758285863016,2.6656834088309598,2.6629317199457487,2.656106801079638,2.6457338678324707,2.6322822228607974,2.6161701769607073,2.597769822593804,2.5774115619436593,2.5553883338232417,2.5319595129518864,2.5073544748923777,2.4817758329540367,2.4554023615809375,2.4283916255841276,2.400882337079152,2.3729964629005265,2.3448411051175624,2.3165101764530425,2.2880858911716584,2.2596400905472205,2.231235420462837,2.202926377131287,2.1747602353990474,2.146777872651917,2.1190144999912897,2.0915003111069845,2.064261058140137,2.0373185628018353
13,WASP-25b,4.258825590964596,4.311214554771706,4.3526616086568035,4.384208164331474,4.406827228991852,4.421421234388532,4.428822232303461,4.4297937234905245,4.425033570139323,4.415177584077197,4.400803492277994,4.382435064639339,4.360546252064377,4.33556523020433,4.307878279409704,4.277833457357917,4.245744039700642,4.211891717626763,4.176529550792434,4.139884680647344,4.102160813553546,4.063540485841438,4.024187124518855,3.984246918075631,3.9438505119579346,3.9031145430102323,3.8621430266336207,3.821028609687484,3.7798537013441034,3.7386914932379227
14,LHS1140c,0.004761017941601388,0.0057659018269801375,0.006884847084083354,0.008116339120614824,0.009457484781014464,0.010904172580135993,0.012451245164453156,0.014092675704197463,0.015821741609610186,0.017631190555340067,0.019513395219886664,0.021460494368370008,0.023464518918283314,0.025517502437209568,0.027611576146571306,0.029739048969227095,0.03189247348578416,0.03406469887903066,0.03624891207030959,0.03843866830589977,0.04062791245264103,0.04281099222453758,0.044982664497644986,0.04713809578859744,0.049272857880022884,0.05138291947947662,0.05346463470155479,0.05551472906854189,0.05753028363542025,0.05950871776157016
15,TOI-1199b,2.703216364867207,2.69790139735641,2.6880972877629983,2.6744351751007263,2.6574730473416173,2.637702947308154,2.6155578323899515,2.5914179707520906,2.5656168174675718,2.538446354161882,2.5101619014850347,2.4809864294606623,2.451114399660116,2.4207151774486606,2.3899360538184515,2.3589049156531963,2.327732601418039,2.2965149767489685,2.2653347615745507,2.2342631374688535,2.203361161049572,2.17268100649085,2.142267057664838,2.112156868083208,2.082382004686566,2.0529687896227813,2.023938952452874,1.9953102037109618,1.9670967394088388,1.9393096848957965
16,TOI-1273b,3.1851112423244343,3.227307955921488,3.2611711253688975,3.287473885299432,3.306941624443995,3.3202495986935707,3.3280224497583744,3.330835061895392,3.3292143273800576,3.323641499573428,3.314554896252252,3.302352780239159,3.287396293402542,3.2700123571523947,3.250496480334189,3.229115436058465,3.206109784180054,3.1816962271653075,3.156069794971656,3.1294058600946135,3.101861987706729,3.073579628280424,3.04468566159838,3.0152938018722284,2.985505874011115,2.9554129710548684,2.9250965025210554,2.8946291429922866,2.8640756897529327,2.833493837710515
17,TOI-5803b,0.08375646203959491,0.09081869791370537,0.09776587385310893,0.10456130787177396,0.11117432545876907,0.11757983007589887,0.12375781842105214,0.1296928715735602,0.13537364492365647,0.1407923731119307,0.1459444009148805,0.15082774691926135,0.1554427037340046,0.1597914762085161,0.16387785749471825,0.16770694166553357,0.17128487086665467,0.17461861453519387,0.1777157779913542,0.18058443763741808,0.183233000035168,0.18567008224290768,0.1879044109497652,0.1899447381281617,0.1917997711209341,0.19347811527759143,0.1949882274475213,0.1963383788221031,0.19753662579003592,0.19859078762889043
18,TOI-3819b,2.043358992121299,2.0280639453906395,2.0102996039493712,1.990491373179501,1.9690073459821575,1.9461654290128472,1.92223971656889,1.8974661433991247,1.8720474664843856,1.8461576347663697,1.8199456084883947,1.7935386886763944,1.7670454139394725,1.7405580772604063,1.7141549104513114,1.6879019788904306,1.6618548242853628,1.6360598886658895,1.610555748664164,1.5853741854154688,1.56054111210106,1.5360773782356067,1.5119994672442911,1.4883201016439036,1.465048768203585,1.4421921737807133,1.4197546410736825,1.39773845227695,1.3761441475405136,1.3549707842001864
19,TOI-4791b,2.7937304447098317,2.7906700133510176,2.7827886733476856,2.77074623432244,2.755127889943243,2.7364512346909793,2.715173033256578,2.691695596635576,2.666372686865275,2.6395149179931665,2.6113946507924255,2.5822503976657587,2.552290765486505,2.5216979702327467,2.4906309598853604,2.459228182388771,2.4276100343546307,2.395881024202383,2.364131680972389,2.332440237384576,2.3008741130188892,2.269491220875758,2.238341118101099,2.2074660193662003,2.17690168929494,2.1466782284323878,2.116820765543529,2.0873500675079097,2.0582830767242797,2.0296333847404564
20,TOI-4377b,2.4174842949226267,2.3800820346191762,2.34156554407626,2.3022966566592724,2.2625757405446802,2.2226513570499695,2.182728436655441,2.1429751879335894,2.1035289290292942,2.064501006336306,2.0259809418332497,1.9880399297304585,1.9507337847885668,1.9141054288310824,1.8781869883965168,1.8430015649239153,1.8085647290888365,1.7748857826624376,1.7419688243321354,1.709813650101793,1.6784165140070182,1.6477707707895137,1.6178674187459872,1.5886955580934699,1.5602427777837242,1.5324954816788547,1.5054391633039377,1.4790586369669112,1.453338231838475,1.428261954575258
21,Wolf327b,0.6618236896573633,0.6737494513316175,0.6838002551924179,0.6921275144945039,0.6988767855121519,0.7041864290184168,0.708186804609717,0.7109998640898281,0.7127390385707535,0.7135093372084913,0.7134075942470386,0.7125228159965294,0.7109365911796868,0.7087235373301871,0.7059517631171589,0.7026833320205037,0.6989747170358025,0.6948772393232985,0.6904374861561098,0.6856977053467271,0.6806961746775212,0.6754675458415187,0.6700431631003949,0.6644513573545211,0.6587177166474193,0.6528653343346449,0.6469150362657525,0.6408855883814034,0.6347938861347472,0.6286551271195556
22,HD118203b,5.38161915863684,5.403902447244186,5.414911388101763,5.415976774524268,5.408302055459291,5.392971096752517,5.370956833934652,5.343130249958711,5.310269295513718,5.273067502761885,5.232142138618518,5.18804181094889,5.141253487778991,5.092208921413597,5.041290490379499,4.988836485437401,4.935145873787798,4.880482579677374,4.8250793210874665,4.769141041920116,4.7128479777000685,4.656358390724905,4.599811008125226,4.543327193653073,4.487012881343027,4.430960296582566,4.375249487642914,4.319949688393317,4.265120530772567,4.21081312361916
23,TOI-1470b,0.10863566266432403,0.11623666207756836,0.12357954425306275,0.1306367338416153,0.13738748799417314,0.14381706958623905,0.14991594825307158,0.15567904941269467,0.161105063204266,0.16619581921266266,0.1709557285388684,0.1753912918195305,0.17951066987113123,0.18332331246975758,0.18683964016663457,0.1900707738199085,0.19302830657105555,0.1957241132172576,0.19817019226132596,0.20037853630967115,0.20236102690186628,0.20412935026932635,0.20569493092010083,0.20706888032218496,0.20826195830378114,0.2092845451032492,0.21014662228357506,0.21085776097695494,0.21142711614650067,0.2118634257459334
