,Planet Name,Full Phase Curve Noise Estimate 1.95-2.015um,Full Phase Curve Noise Estimate 2.015-2.08um,Full Phase Curve Noise Estimate 2.08-2.145um,Full Phase Curve Noise Estimate 2.145-2.21um,Full Phase Curve Noise Estimate 2.21-2.275um,Full Phase Curve Noise Estimate 2.275-2.34um,Full Phase Curve Noise Estimate 2.34-2.405um,Full Phase Curve Noise Estimate 2.405-2.47um,Full Phase Curve Noise Estimate 2.47-2.535um,Full Phase Curve Noise Estimate 2.535-2.6um,Full Phase Curve Noise Estimate 2.6-2.665um,Full Phase Curve Noise Estimate 2.665-2.73um,Full Phase Curve Noise Estimate 2.73-2.795um,Full Phase Curve Noise Estimate 2.795-2.86um,Full Phase Curve Noise Estimate 2.86-2.925um,Full Phase Curve Noise Estimate 2.925-2.99um,Full Phase Curve Noise Estimate 2.99-3.055um,Full Phase Curve Noise Estimate 3.055-3.12um,Full Phase Curve Noise Estimate 3.12-3.185um,Full Phase Curve Noise Estimate 3.185-3.25um,Full Phase Curve Noise Estimate 3.25-3.315um,Full Phase Curve Noise Estimate 3.315-3.38um,Full Phase Curve Noise Estimate 3.38-3.445um,Full Phase Curve Noise Estimate 3.445-3.51um,Full Phase Curve Noise Estimate 3.51-3.575um,Full Phase Curve Noise Estimate 3.575-3.64um,Full Phase Curve Noise Estimate 3.64-3.705um,Full Phase Curve Noise Estimate 3.705-3.77um,Full Phase Curve Noise Estimate 3.77-3.835um,Full Phase Curve Noise Estimate 3.835-3.9um
127,LTT1445Ac,8.01846303844716e-06,8.22490195112127e-06,8.437062442701865e-06,8.654599430163172e-06,8.877213229325144e-06,9.104641924358673e-06,9.336655237356542e-06,9.573049565130688e-06,9.813643931987912e-06,1.0058276667059147e-05,1.0306802659062147e-05,1.0559091074498022e-05,1.0815023450266667e-05,1.1074492090683844e-05,1.1337398713449079e-05,1.1603653300363145e-05,1.1873173117341601e-05,1.2145881875121025e-05,1.2421709007455958e-05,1.2700589047879291e-05,1.2982461089514067e-05,1.3267268315160324e-05,1.3554957587083412e-05,1.3845479087716946e-05,1.4138786003948079e-05,1.4434834248838984e-05,1.4733582215613929e-05,1.5034990559550363e-05,1.5339022004071115e-05,1.5645641167896384e-05
128,WASP-64b,8.652502943628634e-05,8.964678936935362e-05,9.282064705062815e-05,9.604513384914168e-05,9.931892176984796e-05,0.00010264080313560885,0.00010600967389799654,0.00010942451982886828,0.00011288440501695185,0.00011638846222248049,0.00011993588474011011,0.0001235259194943093,0.00012715786114821223,0.00013083104705079244,0.00013454485288142502,0.0001382986888777405,0.00014209199655383504,0.0001459242458327279,0.00014979493253044687,0.00015370357613987782,0.00015764971787129195,0.00016163291891356415,0.0001656527588858703,0.00016970883445441894,0.00017380075809270715,0.00017792815696700804,0.00018209067193149407,0.0001862879566197011,0.00019051967662083442,0.00019478550873109693
129,HD110113b,2.0529746234173422e-05,2.1288942954725533e-05,2.2060500045392736e-05,2.2844095543142066e-05,2.3639436747293372e-05,2.4446256101134385e-05,2.5264307798254543e-05,2.6093364965689403e-05,2.693321730977174e-05,2.778366913591235e-05,2.8644537672685707e-05,2.9515651645198222e-05,3.0396850053955538e-05,3.128798112414032e-05,3.218890139700661e-05,3.30994749404374e-05,3.40195726599298e-05,3.494907169463263e-05,3.588785488576173e-05,3.683581030687183e-05,3.779283084722777e-05,3.875881384094615e-05,3.9733660735740495e-05,4.0717276796066865e-05,4.1709570836261835e-05,4.271045497991644e-05,4.371984444227631e-05,4.4737657332927824e-05,4.5763814476392765e-05,4.679823924859965e-05
130,K2-30b,5.568298471322302e-05,5.7720169876146044e-05,5.9790869914963274e-05,6.189418109407279e-05,6.402928377859004e-05,6.619543045539782e-05,6.839193587647533e-05,7.061816888940319e-05,7.287354561972714e-05,7.515752374455443e-05,7.74695976531844e-05,7.980929433356035e-05,8.217616985638031e-05,8.456980635425589e-05,8.698980941325607e-05,8.943580580983802e-05,9.190744153852987e-05,9.440438008557278e-05,9.692630091162788e-05,9.947289811295541e-05,0.00010204387923562281,0.00010463896422146835,0.00010725788446793901,0.00010990038198672708,0.00011256620864844659,0.00011525512550248778,0.00011796690216277606,0.00012070131625152614,0.0001234581528941361,0.0001262372042593676
131,WASP-21b,2.750694488532073e-05,2.853708017531283e-05,2.9583794006043333e-05,3.064667187258389e-05,3.1725335844411247e-05,3.2819439496509334e-05,3.392866372473852e-05,3.505271326603473e-05,3.6191313784834656e-05,3.734420941775261e-05,3.851116069172353e-05,3.9691942748526146e-05,4.088634382223959e-05,4.209416392674813e-05,4.331521371867235e-05,4.4549313507606685e-05,4.5796292390682955e-05,4.705598749257856e-05,4.832824329538703e-05,4.961291104539968e-05,5.090984822600626e-05,5.2218918087671933e-05,5.353998922737292e-05,5.4872935211055054e-05,5.621763423365772e-05,5.7573968812045886e-05,5.894182550686588e-05,6.032109466992081e-05,6.171167021410591e-05,6.311344940337445e-05
132,HAT-P-21b,3.874029739897646e-05,4.015835703532436e-05,4.159973402294895e-05,4.306380064279542e-05,4.4549987526469015e-05,4.605777534960589e-05,4.758668799644729e-05,4.913628689405872e-05,5.070616628378408e-05,5.229594924928433e-05,5.3905284359616894e-05,5.553384281560188e-05,5.718131601062942e-05,5.884741343477134e-05,6.053186086488722e-05,6.223439879427347e-05,6.395478106397449e-05,6.569277366469621e-05,6.744815368374014e-05,6.922070837574254e-05,7.101023433957502e-05,7.281653678665326e-05,7.463942888825247e-05,7.647873119137354e-05,7.833427109431107e-05,8.020588237438818e-05,8.209340476142662e-05,8.399668355146459e-05,8.591556925596757e-05,8.784991728247036e-05
133,KOI-13b,5.1321256213588925e-05,5.340050841111733e-05,5.5511485643091596e-05,5.7653570043757496e-05,5.982618693357173e-05,6.202879962173793e-05,6.426090504370407e-05,6.65220300728886e-05,6.881172838113301e-05,7.112957774905604e-05,7.347517774787513e-05,7.584814772996372e-05,7.824812507764015e-05,8.067476366922213e-05,8.312773252892268e-05,8.560671463315302e-05,8.811140585056569e-05,9.064151399701327e-05,9.31967579897305e-05,9.57768670875406e-05,9.838158020597821e-05,0.0001010106452979218,0.00010366381879171779,0.00010634086507995356,0.0001090415560530163,0.00011176567067237464,0.00011451299457920326,0.00011728331973458189,0.00012007644408793372,0.00012289217127084553
134,WASP-123b,2.7095343034310217e-05,2.8097886986574896e-05,2.9116744753743553e-05,3.0151492146404823e-05,3.120174348067191e-05,3.226714616236779e-05,3.3347376223896734e-05,3.444213461941464e-05,3.555114412832955e-05,3.667414675044496e-05,3.7810901501227806e-05,3.8961182534872595e-05,4.012477753760482e-05,4.130148634509406e-05,4.2491119746778333e-05,4.369349844692092e-05,4.490845215776515e-05,4.613581880457005e-05,4.737544382585993e-05,4.862717955505213e-05,4.989088467194619e-05,5.11664237144355e-05,5.245366664233086e-05,5.375248844645185e-05,5.5062768797188084e-05,5.638439172758895e-05,5.771724534675927e-05,5.9061221579956277e-05,6.041621593225951e-05,6.1782127273141e-05
135,KELT-12b,1.9254297895423057e-05,1.9990472387394728e-05,2.073829135549549e-05,2.1497482662903634e-05,2.226779694157492e-05,2.3049004526329875e-05,2.3840892915134134e-05,2.4643264649923196e-05,2.5455935536177304e-05,2.6278733137382415e-05,2.7111495494116486e-05,2.7954070027903256e-05,2.880631259800993e-05,2.966808668559677e-05,3.0539262684512604e-05,3.1419717281882475e-05,3.230933291468338e-05,3.3207997290941204e-05,3.4115602966148834e-05,3.503204696707383e-05,3.5957230456416254e-05,3.6891058432825374e-05,3.7833439461638604e-05,3.8784285432416655e-05,3.974351133993942e-05,4.0711035085808306e-05,4.168677729820831e-05,4.2670661167736055e-05,4.366261229746658e-05,4.4662558565696714e-05
136,HATS-60b,5.3670103440019584e-05,5.5648795590837534e-05,5.765979641866269e-05,5.9702256006986096e-05,6.177540221712016e-05,6.387852970334659e-05,6.601099086491455e-05,6.817218833907506e-05,7.0361568729891e-05,7.257861733538798e-05,7.48228536868879e-05,7.70938277534513e-05,7.939111669442891e-05,8.171432206638307e-05,8.406306740881354e-05,8.643699614740057e-05,8.88357697647553e-05,9.125906619764685e-05,9.370657842689227e-05,9.617801323184791e-05,9.86730900861524e-05,0.00010119154017518335,0.0001037331055187952,0.00010629753818547413,0.00010888459958617029,0.00011149405983780424,0.00011412569718790342,0.00011677929749307607,0.00011945465374499652,0.00012215156563849834
137,WASP-133b,7.774625410800814e-05,8.061498161042048e-05,8.353051291616375e-05,8.649162012672607e-05,8.949718750133423e-05,9.254619563160295e-05,9.563770840500777e-05,9.877086218746304e-05,0.00010194485678559058,0.00010515894784687052,0.00010841244042966127,0.00011170468353133097,0.00011503506540602845,0.00011840300953710738,0.00012180797115537752,0.0001252494342149158,0.00012872690875440364,0.00013223992858488868,0.0001357880492552589,0.00013937084625500275,0.00014298791342061168,0.00014663886151747524,0.00015032331697358765,0.00015404092074508741,0.00015779132729671003,0.00016157420368273652,0.0001653892287161216,0.00016923609221528908,0.0001731144943194752,0.00017702414486482848
138,HATS-65b,6.016925795271482e-05,6.24695378720815e-05,6.480620566426141e-05,6.71784106280643e-05,6.95853732584936e-05,7.202637565830911e-05,7.450075359537607e-05,7.700788987534135e-05,7.954720877379418e-05,8.211817132815644e-05,8.472027133209595e-05,8.735303190779841e-05,9.001600255656248e-05,9.270875660767421e-05,9.54308890008005e-05,9.818201434918956e-05,0.00010096176524050483,0.00010376979073974308,0.00010660575506483775,0.00010946933641045438,0.00011236022589952721,0.00011527812664536351,0.00011822275290981512,0.00012119382934524007,0.0001241910903098223,0.0001272142792473245,0.00013026314812362283,0.00013333745691347475,0.00013643697313180786,0.00013956147140464317
139,HATS-40b,8.698949978149267e-05,9.034705871376381e-05,9.375734755180952e-05,9.721917118903757e-05,0.00010073143192338675,0.00010429311653446071,0.00010790328555990881,0.0001115610643318849,0.00011526563543318303,0.00011901623230696801,0.0001228121338104576,0.0001266526595461176,0.00013053716583733474,0.00013446504224145958,0.00013843570851346698,0.00014244861194954227,0.00014650322505262693,0.00015059904347213948,0.0001547355841783135,0.00015891238383815347,0.0001631289973654268,0.00016738499662150472,0.00017167996924744854,0.0001760135176107276,0.00018038525785243404,0.00018479481902288928,0.0001892418422952486,0.00019372598024820583,0.00019824689621001753,0.0002028042636571917
140,HATS-33b,4.6079265247810584e-05,4.777463015616412e-05,4.9497732210688386e-05,5.1247836923522055e-05,5.302427732663201e-05,5.4826444413752055e-05,5.6653779269795e-05,5.850576654258681e-05,6.0381928990786455e-05,6.228182290102823e-05,6.420503421204936e-05,6.615117521765288e-05,6.811988174657785e-05,7.011081073762893e-05,7.212363814425853e-05,7.415805711523883e-05,7.62137764078875e-05,7.829051899813525e-05,8.038802085800857e-05,8.250602987611249e-05,8.464430490080095e-05,8.680261488904113e-05,8.898073814668184e-05,9.117846164807208e-05,9.339558042482402e-05,9.563189701502657e-05,9.788722096548481e-05,0.00010016136838064884,0.00010245416151273752,0.00010476542838836332
141,HATS-68b,5.21573283734594e-05,5.413693294563329e-05,5.614803472115019e-05,5.81898797801805e-05,6.026177852378904e-05,6.236309691911999e-05,6.449324925634524e-05,6.665169211264406e-05,6.883791928748602e-05,7.105145752531801e-05,7.329186288104689e-05,7.555871761373529e-05,7.785162751709883e-05,8.017021961335302e-05,8.251414015103066e-05,8.488305285847551e-05,8.727663741348977e-05,8.969458809661813e-05,9.213661260119739e-05,9.460243097780458e-05,9.709177469444124e-05,9.960438579679576e-05,0.00010214001615537258,0.0001046984267883139,0.0001072793872504234,0.0001098826750802826,0.00011250807529851039,0.0001151553799512248,0.00011782438769352801,0.00012051490340858799
142,HAT-P-57b,2.6355999582147202e-05,2.7366460105793345e-05,2.839286984361033e-05,2.943485935151819e-05,3.0492089866164486e-05,3.156424919083092e-05,3.265104828575615e-05,3.375221842165885e-05,3.486750878709452e-05,3.599668446422654e-05,3.7139524705765177e-05,3.829582145972985e-05,3.946537809942946e-05,4.064800832438771e-05,4.1843535204474576e-05,4.305179034465942e-05,4.427261315188126e-05,4.550585018879454e-05,4.6751354601782216e-05,4.800898561272762e-05,4.9278608065768484e-05,5.056009202166058e-05,5.185331239352354e-05,5.315814861869505e-05,5.4474484362210165e-05,5.5802207248069447e-05,5.7141208615005296e-05,5.8491383293930164e-05,5.985262940460795e-05,6.122484816944579e-05
143,WASP-54b,2.029515171766358e-05,2.1063355418986724e-05,2.184380935562322e-05,2.2636217699499972e-05,2.344031003913121e-05,2.4255837906887335e-05,2.5082571907226016e-05,2.5920299324576734e-05,2.6768822117067892e-05,2.7627955222933706e-05,2.849752512208613e-05,2.9377368607293387e-05,3.026733172862927e-05,3.1167268882005516e-05,3.207704201819817e-05,3.299651995318799e-05,3.392557776412338e-05,3.486409625799918e-05,3.581196150238884e-05,3.676906440935729e-05,3.773530036515368e-05,3.8710568899475895e-05,3.969477338907133e-05,4.068782079124566e-05,4.168962140352102e-05,4.270008864623178e-05,4.371913886530728e-05,4.474669115288993e-05,4.578266718374008e-05,4.682699106567635e-05
144,HATS-25b,6.31545409509661e-05,6.548728238537771e-05,6.785804510326239e-05,7.026583496671841e-05,7.27097484316604e-05,7.518895978036574e-05,7.770271060244896e-05,8.025030106514865e-05,8.283108261878067e-05,8.544445186185118e-05,8.808984534978238e-05,9.07667351765348e-05,9.347462519329413e-05,9.621304775537792e-05,9.89815609096034e-05,0.00010177974595092964,0.00010460720529027487,0.00010746356058583468,0.00011034845109860496,0.00011326153223949352,0.00011620247428087546,0.00011917096120987631,0.00012216668970427253,0.0001251893682148851,0.00012823871614080863,0.0001313144630858386,0.00013441634818615273,0.00013754411950076006,0.000140697533457353,0.0001438763543472716
145,TOI-776c,6.242488000722594e-06,6.42077262339477e-06,6.603200467884072e-06,6.789560501891453e-06,6.979668023965926e-06,7.1733603550068915e-06,7.370493360586561e-06,7.570938622700705e-06,7.774581123386605e-06,7.981317334936733e-06,8.1910536354592e-06,8.403704986571662e-06,8.619193823678082e-06,8.837449119706535e-06,9.058405591213676e-06,9.282003021983783e-06,9.508185684105173e-06,9.736901840321667e-06,9.968103314475595e-06,1.0201745119253595e-05,1.0437785132367413e-05,1.0676183813844433e-05,1.0916903958348024e-05,1.1159910477461207e-05,1.1405170207694529e-05,1.1652651740654886e-05,1.1902325272369664e-05,1.2154162469225062e-05,1.2408136348354298e-05,1.2664221170636521e-05
146,HAT-P-5b,4.5391690165043035e-05,4.709543584731184e-05,4.882654660088365e-05,5.0584343219942886e-05,5.236820610119761e-05,5.417756700742119e-05,5.6011902265487526e-05,5.787072710812269e-05,5.975359093471291e-05,6.166007331611456e-05,6.358978060597528e-05,6.55423430497532e-05,6.751741230472359e-05,6.951465930138226e-05,7.153377239005107e-05,7.357445572703431e-05,7.563642786301003e-05,7.771942050298949e-05,7.982317741253148e-05,8.194745344916622e-05,8.409201370148948e-05,8.625663272122721e-05,8.844109383588382e-05,9.064518853150788e-05,9.286871589669755e-05,9.511148212026766e-05,9.737330003609413e-05,9.965398870959517e-05,0.00010195337306102937,0.00010427128352149225
147,Qatar-8b,3.3626380142059744e-05,3.4870406155083134e-05,3.613467809651287e-05,3.741866930152943e-05,3.872190092783798e-05,4.00439352283418e-05,4.1384370007314415e-05,4.274283401857302e-05,4.411898311934219e-05,4.551249703484565e-05,4.692307661993231e-05,4.8350441527884766e-05,4.9794328214908734e-05,5.125448822299887e-05,5.2730686694971724e-05,5.422270108417709e-05,5.57303200282866e-05,5.725334236204595e-05,5.879157624828763e-05,6.034483841001792e-05,6.191295344927251e-05,6.34957532407681e-05,6.50930763902757e-05,6.670476774921443e-05,6.833067797826448e-05,6.997066315386165e-05,7.16245844123287e-05,7.329230762716654e-05,7.497370311561983e-05,7.666864537119724e-05
148,WASP-18b,2.4705407005419874e-05,2.565761821974158e-05,2.6624799350233345e-05,2.7606609547893252e-05,2.8602735855482418e-05,2.961288949855082e-05,3.063680280849538e-05,3.1674226651333236e-05,3.272492826429837e-05,3.378868942375617e-05,3.4865304884168014e-05,3.5954581040267293e-05,3.7056334774215205e-05,3.8170392456961645e-05,3.929658907888877e-05,4.043476748943271e-05,4.1584777729036615e-05,4.274647643971484e-05,4.391972634287184e-05,4.510439577490399e-05,4.6300358272669026e-05,4.7507492202169875e-05,4.87256804248291e-05,4.995480999658847e-05,5.1194771895780446e-05,5.244546077630019e-05,5.370677474309898e-05,5.497861514744817e-05,5.626088639974426e-05,5.755349579794808e-05
149,TrES-5b,0.00010636037456501638,0.00011012357188414704,0.00011395093233468297,0.0001178405333076265,0.00012179064315220171,0.00012579969309512354,0.00012986625422615387,0.00013398901849825913,0.0001381667829342304,0.00014239843641342042,0.00014668294854922251,0.00015101936027199397,0.00015540677581192896,0.00015984435583794892,0.00016433131155660968,0.0001688668996125772,0.00017345041766179928,0.00017808120051198583,0.00018275861674380746,0.0001874820657412043,0.0001922509750713958,0.00019706479816504095,0.0002019230122550116,0.00020682511653884403,0.00021177063053537455,0.0002167590926105177,0.0002217900586508651,0.0002268631008669495,0.000231977806710504,0.0002371337778923432
150,WASP-2b,4.028995396114947e-05,4.171663350825246e-05,4.316761576130305e-05,4.4642174326620566e-05,4.613965485388604e-05,4.765946444934698e-05,4.920106299831908e-05,5.0763956000753355e-05,5.234768861537468e-05,5.3951840676379766e-05,5.557602249828265e-05,5.7219871323705884e-05,5.888304829898394e-05,6.056523588564018e-05,6.226613563386074e-05,6.3985466258239e-05,6.572296196721024e-05,6.747837100644686e-05,6.92514543835686e-05,7.104198474716996e-05,7.284974539776381e-05,7.467452941195789e-05,7.651613886419996e-05,7.837438413291797e-05,8.024908327993145e-05,8.214006149368983e-05,8.404715058829535e-05,8.597018855146289e-05,8.790901913550481e-05,8.986349148629707e-05
151,HAT-P-55b,8.098757654302035e-05,8.39979172523346e-05,8.70570345847056e-05,9.016367893740861e-05,9.331671295085001e-05,9.651509580706128e-05,9.975787028175678e-05,0.00010304415198925628,0.00010637312038749975,0.0001097440112062736,0.00011315611003431362,0.00011660874685628719,0.00012010129137326789,0.00012363314897329334,0.0001272037572443808,0.00013081258294264834,0.0001344591193442071,0.00013814288392225598,0.00014186341630107778,0.0001456202764468196,0.00014941304306165379,0.0001532413121533487,0.00015710469575670434,0.00016100282078697597,0.00016493532800844024,0.00016890187110374025,0.00017290211583173112,0.00017693573926334016,0.00018100242908633527,0.00018510188297122182
152,HAT-P-36b,6.916788836554824e-05,7.169449357201812e-05,7.426273001156375e-05,7.687146947782996e-05,7.951968910164656e-05,8.220645632237341e-05,8.493091652433208e-05,8.769228279159059e-05,9.048982735981588e-05,9.332287443779597e-05,9.619079414215283e-05,9.909299734278627e-05,0.00010202893125811724,0.0001049980756713011,0.00010799993966363943,0.00011103405878109549,0.00011409999256534558,0.00011719732239315706,0.00012032564957780258,0.0001234845936941303,0.0001266737910953754,0.00012989289359503114,0.00013314156729135571,0.0001364194915156119,0.00013972635788804376,0.0001430618694679733,0.00014642573998639567,0.00014981769315115863,0.00015323746201613772,0.00015668478840707225
153,WASP-65b,5.463507989635469e-05,5.663671369942988e-05,5.86712319854911e-05,6.073775197630381e-05,6.283547279920197e-05,6.496366383829897e-05,6.712165514773155e-05,6.930882950442621e-05,7.15246157747334e-05,7.376848334178123e-05,7.603993739518416e-05,7.833851492648011e-05,8.06637813057648e-05,8.30153273398076e-05,8.539276673130812e-05,8.779573387417074e-05,9.022388193168459e-05,9.267688115405885e-05,9.51544173994397e-05,9.765619082865742e-05,0.00010018191474895827,0.00010273131458602843,0.00010530412696691456,0.0001079000988991738,0.00011051898703383832,0.00011316055700162356,0.00011582458281335519,0.00011851084631691558,0.00012121913670403615,0.00012394925006123644
154,WASP-159b,4.83657234426085e-05,5.01985710451749e-05,5.206061814390698e-05,5.3951162271543085e-05,5.586956113408755e-05,5.781522440253529e-05,5.978760692374732e-05,6.178620306418223e-05,6.381054196505657e-05,6.586018353622101e-05,6.793471505296326e-05,7.00337482481619e-05,7.215691681398303e-05,7.430387424418247e-05,7.647429196129329e-05,7.866785768338773e-05,8.088427399333837e-05,8.312325708008062e-05,8.538453562667755e-05,8.766784982421602e-05,8.997295049403898e-05,9.229959830363768e-05,9.464756306382364e-05,9.701662309670941e-05,9.940656466560845e-05,0.00010181718145925714,0.00010424827412385195,0.00010669964983733794,0.00010917112192110112,0.00011166250948492027
