,Star Name,Star RA,Star Dec,Planet Name,Transit Mid Time,Transit Duration [hrs],Planet Period [days],Priority,Immediate Followup,Transit Observations,Phase Curve Observations,Known,Observe Transit,Observe Phase Curve
1268,TOI-6646,280.882334,20.560674,TOI-6646.01,2459763.657,5.578,17.7505864,10,0,1,6,0,1,0
1269,TOI-6649,9.208188,24.267798,TOI-6649.01,2459881.363,0.904,5.9867942,11,0,5,4,0,1,0
1270,TOI-6651,15.78859,35.389041,TOI-6651.01,2459872.883,3.589,5.0569858,10,0,2,2,0,1,0
1271,TOI-6657,264.966891,-50.574825,TOI-6657.01,2460115.228,1.964,4.0610981,10,0,2,6,0,1,0
1272,TOI-6659,278.41157,-35.348041,TOI-6659.01,2460121.676,1.428,7.3120981,10,0,4,20,0,1,0
1273,TOI-6660,314.381155,-86.61053,TOI-6660.01,2460097.764,3.7582248,2.9851466,40,0,1,1,0,1,0
1274,TOI-6662,84.856001,74.767411,TOI-6662.01,2458816.186,0.5422359,0.2939493,10,0,1,21,0,1,0
1275,TOI-6678,283.536275,-36.65686,TOI-6678.01,2460149.835,1.288,3.4268387,10,0,2,9,0,1,0
1276,TOI-6688,288.371215,-61.059097,TOI-6688.01,2460128.995,1.2463603,4.9594992,10,0,2,5,0,1,0
1277,TOI-6704,123.998559,-59.327035,TOI-6704.01,2459229.783,1.8963897,2.8607384,11,0,2,3,0,1,0
1278,TOI-6704,123.998559,-59.327035,TOI-6704.02,2459235.556,3.2903924,6.8275101,10,0,1,3,0,1,0
1279,TOI-6705,220.003903,-52.910049,TOI-6705.01,2459336.341,1.6861879,8.4457042,43,0,2,1,0,1,0
1280,TOI-6709,167.608218,-29.414302,TOI-6709.01,2458544.543,1.8624266,2.3477336,10,0,3,165,0,1,0
1281,TOI-671,166.888906,-40.206918,TOI-671.01,2460021.29,4.694,10.1970284,134,0,1,1,0,1,0
1282,TOI-6715,159.157968,-64.798231,TOI-6715.01,2460014.969,2.2839791,2.8618782,10,0,2,8,0,1,0
1283,TOI-6716,111.657082,-30.55218,TOI-6716.01,2458495.166,1.1450785,4.718569,10,0,2,3969,0,1,0
1284,TOI-6737,255.458652,-56.815904,TOI-6737.01,2460119.939,2.979,2.8475582,22,0,2,1,0,1,0
1285,TOI-6743,242.81722,-67.000306,TOI-6743.01,2460118.47,5.732,5.9097139,26,0,1,1,0,1,0
1286,TOI-6751,257.381418,-47.403434,TOI-6751.01,2460117.399,3.363,2.9419791,37,0,1,1,0,1,0
1287,TOI-6754,259.290405,-48.763415,TOI-6754.01,2460120.227,3.316,1.9943104,28,0,2,1,0,0,1
1288,TOI-6761,251.015114,-47.714009,TOI-6761.01,2460117.006,4.425,4.3430254,27,0,1,1,0,1,0
1289,TOI-6765,251.037059,-58.984634,TOI-6765.01,2460122.567,1.626,2.7967251,33,0,2,1,0,1,0
1290,TOI-6767,276.290046,-43.906257,TOI-6767.01,2460121.856,1.43,2.3519086,32,0,2,1,0,1,0
1291,TOI-6779,282.205124,-75.431953,TOI-6779.01,2460151.44,1.586,1.3504913,14,0,2,1,0,0,1
1292,TOI-677,144.1193594,-50.4630933,TOI-677b,2458547.474,2.5776,11.2366063,34,0,1,1,1,1,0
1293,TOI-6787,288.702162,-54.242515,TOI-6787.01,2460146.921,3.438,2.9588636,34,0,1,1,0,1,0
1294,TOI-679,155.436002,-17.224364,TOI-679.01,2460004.893,5.482,11.1755425,42,0,1,1,0,1,0
1295,TOI-6790,304.401827,-47.09656,TOI-6790.01,2460140.928,3.689,6.1030299,18,0,2,1,0,1,0
1296,TOI-6792,308.340789,-29.441613,TOI-6792.01,2460151.019,3.236,7.9605908,10,0,2,9,0,1,0
1297,TOI-6793,323.04039,-77.426902,TOI-6793.01,2460149.313,0.786,6.5516113,10,0,4,10,0,1,0
1298,TOI-6801,308.185081,-44.581239,TOI-6801.01,2460148.795,1.091,1.2245052,39,0,2,1,0,0,1
1299,TOI-6806,355.545706,-47.913029,TOI-6806.01,2460202.861,3.914,23.2490769,16,0,1,1,0,1,0
1300,TOI-6808,21.604688,-79.610747,TOI-6808.01,2460177.657,2.988,3.0449187,45,0,1,1,0,1,0
1301,TOI-6814,320.412201,-34.459075,TOI-6814.01,2460178.824,0.905,0.7941828,15,0,4,1,0,0,1
1302,TOI-6842,20.636935,13.352227,TOI-6842.01,2460209.339,4.2434029,5.3920955,38,0,1,1,0,1,0
1303,TOI-6845,341.160439,-18.9358,TOI-6845.01,2460199.692,1.139,4.7443604,11,0,3,5,0,1,0
1304,TOI-6850,352.157167,-23.270494,TOI-6850.01,2460198.639,2.486,6.0803777,10,0,3,18,0,1,0
1305,TOI-6865,0.935669,11.332234,TOI-6865.01,2460231.801,1.753,2.4465664,10,0,4,10,0,1,0
1306,TOI-6871,48.936836,18.484536,TOI-6871.01,2460258.272,3.635,12.4652143,10,0,2,20,0,1,0
1307,TOI-6873,121.454994,20.803931,TOI-6873.01,2460236.841,2.4015591,18.8204255,10,0,2,44,0,1,0
1308,TOI-6881,56.22842,45.507976,TOI-6881.01,2459934.874,3.021,1.9769396,40,0,1,1,0,0,1
1309,TOI-6886,183.608978,5.29803,TOI-6886.01,2459638.336,1.9999398,4.8003341,10,0,2,12,0,1,0
1310,TOI-6908,95.689686,36.598103,TOI-6908.01,2460288.92,3.0734816,3.7120776,10,0,2,4,0,1,0
1311,TOI-6913,74.086436,38.669537,TOI-6913.01,2460312.097,0.555,0.5843146,11,0,3,1,0,0,1
1312,TOI-6919,75.408317,22.890447,TOI-6919.01,2460257.989,0.363,0.7603078,11,0,2,1,0,0,1
1313,TOI-6921,65.839526,24.897315,TOI-6921.01,2460195.28,6.373,25.714253,13,0,1,1,0,1,0
1314,TOI-6942,90.951009,19.213328,TOI-6942.01,2460266.428,2.549,11.2320736,11,0,2,3,0,1,0
1315,TOI-700,97.0957165,-65.5786149,TOI-700c,2458548.753,1.4136,16.051115,10,0,3,1488,1,1,0
1316,TOI-727,130.736931,-2.498585,TOI-727.02,2458518.088,1.0576059,0.7499711,10,0,5,100,0,1,0
1317,TOI-741,140.399376,-60.281169,TOI-741.01,2460006.414,2.073,7.5768334,10,0,1,453,0,1,0
1318,TOI-756,192.103738,-45.470471,TOI-756.01,2459308.004,1.1492706,1.2392528,10,0,4,24,0,1,0
1319,TOI-764,174.302837,-38.307191,TOI-764.01,2458574.584,6.5350826,5.6316663,110,0,1,1,0,1,0
1320,TOI-768,198.635626,-24.14419,TOI-768.01,2459316.292,4.881,11.5294381,21,0,1,1,0,1,0
1321,TOI-771,164.11389,-72.985174,TOI-771.01,2459335.352,0.9960868,2.3260077,10,0,2,197,0,1,0
1322,TOI-772,190.191401,-21.872782,TOI-772.01,2458575.945,3.5235771,11.0163421,12,0,1,4,0,1,0
1323,TOI-776,178.577997,-37.5533568,TOI-776b,2458571.417,2.41,8.24663,10,0,1,300,1,1,0
1324,TOI-776,178.577997,-37.5533568,TOI-776c,2458572.6,2.99,15.66534,10,0,2,986,1,1,0
1325,TOI-777,183.118731,-49.00774,TOI-777.01,2459314.556,4.7925921,8.3008553,17,0,1,1,0,1,0
1326,TOI-778,199.3338503,-15.2737046,TOI-778b,2458578.716,3.76,4.633611,88,0,2,1,1,1,0
1327,TOI-782,183.920361,-18.910338,TOI-782.01,2458577.042,1.7082731,8.0239811,10,0,4,744,0,1,0
1328,TOI-783,172.155637,-54.784223,TOI-783.01,2459312.121,2.0330298,8.1125147,10,0,3,70,0,1,0
1329,TOI-802,97.985715,-68.7118,TOI-802.01,2459383.838,1.9203674,3.6938376,10,0,2,418,0,1,0
1330,TOI-815,155.871938,-43.834925,TOI-815.01,2460026.624,3.061,11.1972769,10,0,2,36,0,1,0
1331,TOI-823,218.658293,-40.739863,TOI-823.01,2459339.832,3.7353318,13.5337577,11,0,1,4,0,1,0
1332,TOI-824,222.1654705,-57.5888666,TOI-824b,2458639.604,1.15344,1.392975,10,0,3,4,1,1,0
1333,TOI-829,224.208391,-37.042983,TOI-829.01,2459334.531,2.3400995,3.2877916,11,0,2,5,0,1,0
1334,TOI-835,192.057325,-56.894318,TOI-835.01,2459338.28,1.2383742,4.7920082,10,0,3,8,0,1,0
1335,TOI-836,225.0798831,-24.4542022,TOI-836b,2458599.995,1.805,3.81673,10,0,1,23,1,1,0
1336,TOI-836,225.0798831,-24.4542022,TOI-836c,2458599.762,2.486,8.59545,10,0,1,18,1,1,0
1337,TOI-837,157.0372806,-64.5052107,TOI-837b,2458574.273,1.957,8.324917,14,0,1,1,1,1,0
1338,TOI-850,9.765924,-17.221806,TOI-850.01,2458384.409,3.283,10.32103,87,0,1,1,0,1,0
1339,TOI-858B,60.1998256,-54.5929177,TOI-858Bb,2458386.452,3.6024,3.2797178,42,0,1,1,1,1,0
1340,TOI-864,81.443395,-51.357031,TOI-864.01,2458411.153,0.5708161,0.5206687,10,0,5,84,0,1,0
1341,TOI-880,94.164473,-13.987337,TOI-880.01,2459224.831,2.608,6.3872524,16,0,1,2,0,1,0
1342,TOI-880,94.164473,-13.987337,TOI-880.02,2459202.295,2.4810064,2.5735943,10,0,2,9,0,1,0
1343,TOI-883,103.369061,-6.507835,TOI-883.01,2459210.743,3.6798142,10.0588733,17,0,1,1,0,1,0
1344,TOI-887,94.545308,15.952049,TOI-887.01,2458472.078,2.791,5.77114,39,0,2,1,0,1,0
1345,TOI-890,100.36319,-12.285043,TOI-890.01,2459226.741,3.51,3.2022978,208,0,1,1,0,1,0
1346,TOI-904,89.3712733,-83.1297264,TOI-904b,2459366.621,3.65,10.8772,10,0,2,102,1,1,0
1347,TOI-905,227.6586754,-71.3616316,TOI-905b,2458643.309,2.028,3.7395671,40,0,1,1,1,1,0
1348,TOI-911,262.335243,-38.645969,TOI-911.01,2459383.267,1.951,8.5841826,78,0,1,1,0,1,0
1349,TOI-912,229.328567,-80.473345,TOI-912.01,2459386.254,1.491,4.6780703,10,0,4,223,0,1,0
1350,TOI-926,48.378728,-32.00557,TOI-926.01,2459144.974,1.2253337,1.8001564,10,0,3,4,0,1,0
1351,TOI-931,57.336855,-47.91819,TOI-931.01,2459169.291,2.722,3.2452094,31,0,1,1,0,1,0
1352,TOI-940,77.403593,-5.67097,TOI-940.01,2459174.756,0.6477766,0.7394592,10,0,2,1,0,0,1
1353,TOI-941,78.300525,6.545915,TOI-941.01,2459198.275,3.78,8.5145626,10,0,1,3,0,1,0
1354,TOI-942,76.6496172,-20.2456126,TOI-942b,2458441.571,2.761,4.32421,10,0,2,11,1,1,0
1355,TOI-942,76.6496172,-20.2456126,TOI-942c,2458447.054,3.723,10.156272,10,0,2,24,1,1,0
1356,TOI-947,78.318822,4.809898,TOI-947.01,2458444.938,1.832,7.31523,39,0,1,1,0,1,0
1357,TOI-954,61.9410587,-25.2088028,TOI-954b,2458411.907,5.09,3.6849729,20,0,1,1,1,1,0
1358,TOI-963,119.1493,-0.772849,TOI-963.01,2459235.098,4.5596639,11.1178464,11,0,1,2,0,1,0
1359,TOI-969,115.1366858,2.0985879,TOI-969b,2459248.377,1.519,1.8237305,10,0,2,12,1,1,0
1360,TOI-986,120.105441,10.343871,TOI-986.01,2460258.731,1.038,0.5476695,31,0,2,1,0,0,1
1361,TOI-991,114.346166,-11.151301,TOI-991.01,2459987.448,1.999,2.4843225,16,0,3,1,0,1,0
1362,TRAPPIST-1,346.6263919,-5.0434618,TRAPPIST-1b,2450000.0,0.601,1.5108708,12,0,1,873,1,1,0
1363,TRAPPIST-1,346.6263919,-5.0434618,TRAPPIST-1c,2450000.0,0.7005,2.4218233,11,0,1,3911,1,1,0
1364,TRAPPIST-1,346.6263919,-5.0434618,TRAPPIST-1d,2450000.0,0.8145,4.04961,12,0,1,93838,1,1,0
1365,TRAPPIST-1,346.6263919,-5.0434618,TRAPPIST-1e,2450000.0,0.9293,6.099615,10,0,1,274648,1,1,0
1366,TRAPPIST-1,346.6263919,-5.0434618,TRAPPIST-1f,2450000.0,1.048,9.20669,10,0,1,1211711,1,1,0
1367,TRAPPIST-1,346.6263919,-5.0434618,TRAPPIST-1g,2450000.0,1.137,12.35294,10,0,1,4351673,1,1,0
1368,TRAPPIST-1,346.6263919,-5.0434618,TRAPPIST-1h,2450000.0,1.269,18.767,10,0,1,300785139,1,1,0
1369,TrES-2,286.8085258,49.3164211,TrES-2b,2454849.527,1.789,2.470613372,44,0,1,1,1,1,0
1370,TrES-4,268.3043361,37.2117397,TrES-4b,2454230.906,3.658,3.55392889,49,0,1,1,1,1,0
1371,WASP-103,249.3148604,7.1833758,WASP-103b,2456459.6,2.593,0.925545386,81,0,1,1,1,0,1
1372,WASP-104,160.6023689,7.4350768,WASP-104b,2456406.111,1.76208,1.75540576,46,0,2,1,1,0,1
1373,WASP-107,188.3864277,-10.1462141,WASP-107b,2456514.411,2.7528,5.72148926,86,0,1,1,1,1,0
1374,WASP-10,348.9930457,31.4627508,WASP-10b,2454357.858,2.356344,3.09272813,41,0,3,1,1,1,0
1375,WASP-113,224.8728589,46.9600996,WASP-113b,2457197.097,4.2984,4.54216695,26,0,1,1,1,1,0
1376,WASP-114,327.6656953,10.4629385,WASP-114b,2456667.736,2.78208,1.54877501,32,0,5,1,1,0,1
1377,WASP-117,36.7758112,-50.2844247,WASP-117b,2456533.823,5.94,10.0205933,30,0,1,1,1,1,0
1378,WASP-118,19.5505861,2.7027847,WASP-118b,2456787.814,4.8048,4.04605063,42,0,1,1,1,1,0
1379,WASP-119,55.9336392,-65.19378,WASP-119b,2456537.547,3.024,2.49980447,45,0,1,1,1,1,0
1380,WASP-121,107.6002312,-39.0972705,WASP-121b,2456635.708,2.8872,1.274924762,157,0,1,1,1,0,1
1381,WASP-123,289.4792124,-32.8601244,WASP-123b,2456845.171,3.0936,2.97764359,56,0,1,1,1,1,0
1382,WASP-124,332.7143373,-30.7497189,WASP-124b,2457028.583,2.5704,3.37264959,21,0,1,1,1,1,0
1383,WASP-126,63.374706,-69.2265926,WASP-126b,2456890.319,3.408,3.28878703,26,0,1,1,1,1,0
1384,WASP-12,97.636645,29.6722662,WASP-12b,2456176.668,2.99592,1.091419179,108,0,1,1,1,0,1
1385,WASP-131,210.1935714,-30.5836084,WASP-131b,2456919.824,3.8304,5.322012,45,0,1,1,1,1,0
1386,WASP-132,217.6091998,-46.159516,WASP-132b,2459337.608,3.18,7.133513,11,0,1,1,1,1,0
1387,WASP-135,267.2848846,29.8790428,WASP-135b,2455230.99,1.656,1.40137864,48,0,3,1,1,0,1
1388,WASP-139,49.562173,-41.3020235,WASP-139b,2457196.793,2.832,5.9242672,20,0,1,2,1,1,0
1389,WASP-140,60.3855387,-20.4509991,WASP-140b,2456912.351,1.5144,2.23598448,96,0,1,1,1,1,0
1390,WASP-142,140.5063164,-23.946102,WASP-142b,2457007.778,2.6808,2.0528705,28,0,2,1,1,0,1
1391,WASP-144,320.7628761,-40.0484393,WASP-144b,2457157.275,1.9536,2.27831337,10,0,3,1,1,1,0
1392,WASP-145A,322.2537644,-58.8361466,WASP-145Ab,2456844.165,0.9768,1.76903814,43,0,1,1,1,0,1
1393,WASP-147,359.1915117,-22.1532316,WASP-147b,2456562.595,4.3944,4.602744,16,0,1,1,1,1,0
1394,WASP-153,279.2624729,40.0186905,WASP-153b,2453142.542,3.84,3.3326083,27,0,1,1,1,1,0
1395,WASP-156,32.782085,2.4181937,WASP-156b,2454677.707,2.41,3.83616488,11,0,1,3,1,1,0
1396,WASP-157,201.6551525,-8.3176353,WASP-157b,2457257.803,1.9464,3.95161588,16,0,2,1,1,1,0
1397,WASP-159,68.1364792,-38.9682973,WASP-159b,2457668.085,5.5872,3.8404213,20,0,1,1,1,1,0
1398,WASP-15,208.9280111,-32.1597118,WASP-15b,2454584.698,3.7128,3.75209956,50,0,1,1,1,1,0
1399,WASP-160B,87.679561,-27.6233218,WASP-160Bb,2457383.655,2.84424,3.76849254,18,0,1,1,1,1,0
1400,WASP-163,256.5375549,-10.4130071,WASP-163b,2457918.462,2.232,1.6096884,43,0,3,1,1,0,1
1401,WASP-164,344.8735878,-60.4478194,WASP-164b,2457203.854,1.60368,1.77713687,30,0,8,1,1,0,1
1402,WASP-166,144.8751047,-20.9824191,WASP-166b,2457664.329,3.6,5.4435423,24,0,1,1,1,1,0
1403,WASP-167,196.0437932,-35.5495292,WASP-167b,2456592.464,2.724,2.02195933,66,0,1,1,1,0,1
1404,WASP-168,96.7446427,-46.8213635,WASP-168b,2457424.528,1.9128,4.1536573,41,0,1,1,1,1,0
1405,WASP-169,127.3872297,-12.9447683,WASP-169b,2457697.018,6.0528,5.6114206,17,0,1,1,1,1,0
1406,WASP-172,199.433742,-47.2375748,WASP-172b,2457032.262,5.2944,5.4774317,35,0,1,1,1,1,0
1407,WASP-173A,354.1686959,-34.6113042,WASP-173Ab,2458105.598,2.3544,1.38665333,65,0,4,1,1,0,1
1408,WASP-174,195.7940145,-41.3848617,WASP-174b,2458545.527,2.094,4.2336995,33,0,1,1,1,1,0
1409,WASP-176,313.6872928,9.1790688,WASP-176b,2458234.177,5.1528,3.89905,27,0,1,1,1,1,0
1410,WASP-177,334.7969885,-1.8344301,WASP-177b,2457994.371,1.6128,3.07172019,58,0,1,1,1,1,0
1411,WASP-178,227.270329,-42.7049658,WASP-178b,2458321.867,3.6336,3.3448285,112,0,1,1,1,1,0
1412,WASP-17,239.9622479,-28.0617941,WASP-17b,2454577.858,4.392,3.73548545,81,0,1,1,1,1,0
1413,WASP-180A,123.3922465,-1.9827874,WASP-180Ab,2457763.315,3.1176,3.4092646,45,0,1,1,1,1,0
1414,WASP-181,26.7932253,3.1329325,WASP-181b,2457747.667,3.0648,4.51949982,15,0,1,1,1,1,0
1415,WASP-182,311.673345,-41.8209828,WASP-182b,2458018.66,2.5968,3.3769848,13,0,1,1,1,1,0
1416,WASP-183,163.7888521,-0.7370663,WASP-183b,2457796.185,2.016,4.1117634,27,0,1,1,1,1,0
1417,WASP-184,209.51701,-30.348153,WASP-184b,2457630.008,4.776,5.1817,15,0,1,1,1,1,0
1418,WASP-187,17.47474,25.6816494,WASP-187b,2455197.353,5.82,5.147878,54,0,1,1,1,1,0
1419,WASP-189,225.686732,-3.0314874,WASP-189b,2458926.542,4.3336,2.7240308,317,0,1,1,1,1,0
1420,WASP-18,24.3544618,-45.6777937,WASP-18b,2456740.806,2.21,0.941452417,168,0,8,1,1,0,1
1421,WASP-193,164.3491401,-29.9971229,WASP-193b,2457781.666,4.349,6.2463345,76,0,1,1,1,1,0
1422,WASP-19,148.4167672,-45.6591078,WASP-19b,2456402.713,1.607,0.788839092,85,0,1,1,1,0,1
1423,WASP-20,5.1605621,-23.9357894,WASP-20b,2455715.656,3.4032,4.89964477,54,0,1,1,1,1,0
1424,WASP-22,52.8180374,-23.8197924,WASP-22b,2454780.25,3.288,3.53272912,24,0,1,1,1,1,0
1425,WASP-23,101.1275033,-42.7622296,WASP-23b,2455320.124,2.39424,2.9444273,19,0,2,1,1,1,0
1426,WASP-28,353.6162694,-1.5799849,WASP-28b,2455290.405,3.2376,3.40883502,28,0,1,1,1,1,0
1427,WASP-2,307.7255587,6.4293305,WASP-2b,2458339.003,1.78824,2.15222216,41,0,1,1,1,0,1
1428,WASP-33,36.7127375,37.5504441,WASP-33b,2450000.0,2.8536,1.2198669,341,0,1,1,1,0,1
1429,WASP-34,165.3993679,-23.8609457,WASP-34b,2454647.554,2.1024,4.31768411,49,0,1,1,1,1,0
1430,WASP-3,278.6317411,35.6614312,WASP-3b,2454640.65,2.772,1.846835096,87,0,1,1,1,0,1
1431,WASP-42,192.981203,-42.0736165,WASP-42b,2455650.567,2.89032,4.9816816,21,0,1,1,1,1,0
1432,WASP-43,154.9081869,-9.8064431,WASP-43b,2450000.0,1.164,0.813474056,77,0,2,1,1,0,1
1433,WASP-44,3.9032733,-11.9382645,WASP-44b,2458338.102,2.2368,2.42381127,19,0,3,1,1,1,0
1434,WASP-45,5.2377567,-35.998465,WASP-45b,2458339.143,1.6824,3.12607728,18,0,4,1,1,1,0
1435,WASP-49,91.0897193,-16.9653901,WASP-49b,2456267.684,2.14,2.78173691,43,0,1,1,1,1,0
1436,WASP-4,353.5629149,-42.0617794,WASP-4b,2454387.328,2.12832,1.338231388,56,0,1,1,1,0,1
1437,WASP-50,43.6880738,-10.8980242,WASP-50b,2450000.0,1.8336,1.9550929,46,0,2,1,1,0,1
1438,WASP-52,348.4947931,8.7610793,WASP-52b,2455793.681,1.8096,1.74978117,49,0,1,1,1,0,1
1439,WASP-54,205.4542456,-0.1281712,WASP-54b,2455518.351,4.4712,3.69359933,83,0,1,1,1,1,0
1440,WASP-56,183.3660401,23.055687,WASP-56b,2455730.799,3.5616,4.61705992,17,0,1,1,1,1,0
1441,WASP-58,274.7012534,45.1722194,WASP-58b,2455183.934,3.7968,5.0172133,33,0,1,1,1,1,0
1442,WASP-5,359.3490277,-41.2772202,WASP-5b,2454373.996,2.3712,1.628429971,35,0,3,1,1,0,1
1443,WASP-62,87.1398205,-63.9883286,WASP-62b,2455767.153,3.816,4.41193868,61,0,1,1,1,1,0
1444,WASP-64,101.1149223,-32.8583878,WASP-64b,2455582.602,2.39976,1.573290273,33,0,2,1,1,0,1
1445,WASP-68,305.0957239,-19.3147271,WASP-68b,2456064.864,5.136,5.0843144,39,0,1,1,1,1,0
1446,WASP-69,315.0259661,-5.094857,WASP-69b,2455748.833,2.2296,3.86813888,73,0,1,1,1,1,0
1447,WASP-70A,315.4771912,-13.4333821,WASP-70Ab,2455736.503,3.3336,3.71301695,34,0,1,1,1,1,0
1448,WASP-75,342.3858995,-10.6754686,WASP-75b,2456016.267,1.9728,2.4841976,43,0,1,1,1,1,0
1449,WASP-76,26.632936,2.700389,WASP-76b,2456107.855,3.6936,1.80988043,175,0,1,1,1,0,1
1450,WASP-77A,37.1555223,-7.0606675,WASP-77Ab,2457420.884,2.148,1.360028949,126,0,1,1,1,0,1
1451,WASP-78,63.7562662,-22.1163901,WASP-78b,2456139.03,4.968,2.175185,57,0,1,1,1,1,0
1452,WASP-79,66.3709016,-30.6004362,WASP-79b,2456215.456,3.816,3.66239163,74,0,1,1,1,1,0
1453,WASP-80,303.1667996,-2.1444369,WASP-80b,2456487.425,2.131,3.06785251,45,0,1,1,1,1,0
1454,WASP-83,190.1519558,-19.2843527,WASP-83b,2455928.885,3.3648,4.97129251,15,0,1,1,1,1,0
1455,WASP-85A,175.9080328,6.5637842,WASP-85Ab,2456847.473,2.59584,2.655674403,73,0,1,1,1,1,0
1456,WASP-88,309.5112337,-48.4620833,WASP-88b,2456474.732,6.048,4.9540032,40,0,1,1,1,1,0
1457,WASP-90,315.5319489,7.0562793,WASP-90b,2456235.564,3.3552,3.9162637,43,0,1,1,1,1,0
1458,WASP-91,357.846434,-70.1528621,WASP-91b,2456297.719,2.3424,2.79857894,29,0,2,1,1,1,0
1459,WASP-92,246.6920395,51.0411328,WASP-92b,2456381.283,2.7672,2.17467324,34,0,1,1,1,1,0
1460,WASP-93,9.4587443,51.288778,WASP-93b,2456079.564,2.2344,2.73253774,63,0,1,1,1,1,0
1461,WASP-96,1.0465696,-47.3606352,WASP-96b,2456258.062,2.4264,3.42525674,20,0,1,1,1,1,0
1462,Wolf503,206.8461979,-6.1393369,Wolf503b,2458191.361,1.33,6.00118,10,0,3,45,1,1,0
1463,XO-6,94.7929552,73.8275672,XO-6b,2456652.712,2.9,3.76499245,86,0,1,1,1,1,0
1464,XO-7,277.4780753,85.2333208,XO-7b,2457917.475,2.772,2.8641356,61,0,1,1,1,1,0
1465,HD39091,84.2992798,-80.4646041,piMenc,2458325.504,2.953,6.2678293,22,0,1,2,1,1,0
