,Star Name,Star RA,Star Dec,Planet Name,Transit Mid Time,Transit Duration [hrs],Planet Period [days],Priority,Immediate Followup,Transit Observations,Phase Curve Observations,Known,Observe Transit,Observe Phase Curve
474,TOI-2741,104.005957,-0.442588,TOI-2741.01,2459210.247,3.575,2.9884191,39,0,1,1,0,1,0
475,TOI-2745,104.377746,3.994035,TOI-2745.01,2459211.946,3.299,1.7932884,74,0,1,1,0,0,1
476,TOI-2757,104.335512,-14.109962,TOI-2757.01,2459221.438,2.694,3.4813976,39,0,1,1,0,1,0
477,TOI-2762,104.244375,-19.683669,TOI-2762.01,2459220.661,3.366,3.9072351,21,0,2,1,0,1,0
478,TOI-2766,106.631185,-53.534681,TOI-2766.01,2459301.369,3.779,7.2748135,29,0,1,1,0,1,0
479,TOI-2767,100.642573,-20.24152,TOI-2767.01,2459227.248,1.318,0.934057,13,0,157,2,0,0,1
480,TOI-2768,99.364134,-15.481203,TOI-2768.01,2459225.647,1.032,1.5080197,10,0,3,10,0,1,0
481,TOI-2778,84.626068,-9.83753,TOI-2778.01,2459198.537,2.737,4.4445101,30,0,1,1,0,1,0
482,TOI-278,4.883562,-5.911561,TOI-278.01,2458381.776,0.6216205,0.298731,10,0,2,4,0,0,1
483,TOI-2781,87.820416,-13.381044,TOI-2781.01,2459226.428,1.279,2.7636665,10,0,2,7,0,1,0
484,TOI-2783,83.450594,16.810667,TOI-2783.01,2459547.675,3.102,2.3044132,52,0,1,1,0,1,0
485,TOI-279,41.18845,-32.211043,TOI-279.01,2459168.43,3.698,11.4707838,10,0,2,94,0,1,0
486,TOI-2790,85.967216,16.360063,TOI-2790.01,2459547.21,3.553,2.3341583,47,0,1,1,0,1,0
487,TOI-2796,84.1527191,0.8962788,TOI-2796b,2459026.489,1.96,4.8084983,30,0,1,1,1,1,0
488,TOI-2798,91.437408,-33.187516,TOI-2798.01,2459221.168,4.436,3.994474,28,0,1,1,0,1,0
489,TOI-2803A,93.1147397,-23.4924956,TOI-2803Ab,2459207.686,3.091,1.96229325,51,0,1,1,1,0,1
490,TOI-2804,146.418889,-38.887361,TOI-2804.01,2459991.19,0.9062451,4.8033954,11,0,3,2,0,1,0
491,TOI-2814,116.249354,-48.750526,TOI-2814.01,2459964.944,4.7009896,5.479335,31,0,1,1,0,1,0
492,TOI-2818,119.0598183,-35.1167104,TOI-2818b,2459023.446,3.804,4.039709,34,0,1,1,1,1,0
493,TOI-2819,109.783871,12.776861,TOI-2819.01,2459222.517,2.073,4.3905548,32,0,2,1,0,1,0
494,TOI-2823,125.179823,-25.691466,TOI-2823.01,2459244.237,3.328,4.7962078,65,0,1,1,0,1,0
495,TOI-2826,102.832655,-11.586243,TOI-2826.01,2459224.572,2.621,1.9275568,315,0,1,1,0,0,1
496,TOI-2833,120.662363,-49.593238,TOI-2833.02,2459964.103,2.1094288,1.8947564,12,0,2,3,0,1,0
497,TOI-2834,124.385982,-28.046133,TOI-2834.01,2459245.467,3.239,4.6391531,30,0,1,1,0,1,0
498,TOI-2842,108.0442066,-10.63934,TOI-2842b,2459172.179,2.575,3.5514058,17,0,1,1,1,1,0
499,TOI-2847,116.689433,-39.131536,TOI-2847.01,2459250.188,2.131,2.648845,23,0,3,1,0,1,0
500,TOI-2854,109.100834,-4.730664,TOI-2854.01,2459227.231,1.419,0.9008643,13,0,32,1,0,0,1
501,TOI-2857,120.614522,-35.485708,TOI-2857.01,2459962.906,1.1570716,0.6216031,11,0,3,1,0,0,1
502,TOI-2859,107.27446,-39.164377,TOI-2859.01,2459253.079,3.5,3.9589903,28,0,1,1,0,1,0
503,TOI-287,356.283058,-17.449264,TOI-287.01,2459089.656,2.0137346,3.7815683,22,0,3,1,0,1,0
504,TOI-2870,111.797558,14.957871,TOI-2870.01,2459577.91,1.757,5.7655904,25,0,2,1,0,1,0
505,TOI-2872,119.619171,-35.664564,TOI-2872.01,2459963.999,2.584,5.2201338,29,0,2,1,0,1,0
506,TOI-2876,110.247353,-21.114638,TOI-2876.01,2459248.364,1.918,6.2996307,13,0,4,2,0,1,0
507,TOI-2886,110.007657,-10.569841,TOI-2886.01,2459251.74,2.625,1.6020002,72,0,1,1,0,0,1
508,TOI-2887,121.985508,-39.014522,TOI-2887.01,2459966.388,3.7931445,4.9182798,22,0,1,1,0,1,0
509,TOI-2896,128.916062,-62.114976,TOI-2896.01,2460042.381,1.589,1.3475728,11,0,21,1,0,0,1
510,TOI-2901,140.609503,-52.043622,TOI-2901.01,2459303.995,4.283,4.6086828,47,0,1,1,0,1,0
511,TOI-2920,148.043561,-34.637781,TOI-2920.01,2459300.973,2.847,3.2003149,30,0,1,1,0,1,0
512,TOI-2925,145.470604,-41.4836,TOI-2925.01,2459302.564,1.257,1.5720089,13,0,4,1,0,0,1
513,TOI-2932,133.035477,-46.012169,TOI-2932.01,2459990.683,3.689,3.2569118,25,0,2,1,0,1,0
514,TOI-2938,145.935851,-25.544412,TOI-2938.01,2459272.924,2.504,4.942456,21,0,2,1,0,1,0
515,TOI-2946,135.596925,-70.947587,TOI-2946.01,2459331.564,1.849,4.9186433,11,0,4,1,0,1,0
516,TOI-2952,134.192664,-68.510453,TOI-2952.01,2459351.668,2.021,10.7844934,10,0,1,60,0,1,0
517,TOI-2955,155.862144,-55.935756,TOI-2955.01,2459331.664,1.366,0.5542332,28,0,4,1,0,0,1
518,TOI-2958,153.250338,-58.763396,TOI-2958.01,2459329.816,2.62,1.9905105,10,0,1,1,0,0,1
519,TOI-2966,150.73136,-48.628391,TOI-2966.01,2458594.215,2.066,1.5245307,13,0,52,1,0,0,1
520,TOI-2989,171.231675,-27.062362,TOI-2989.01,2459302.225,2.18,3.1228396,21,0,2,1,0,1,0
521,TOI-2991,164.359312,-34.690336,TOI-2991.01,2459304.8,2.545,5.5809252,10,0,2,4,0,1,0
522,TOI-2995,150.061473,-44.016324,TOI-2995.01,2460015.454,2.847,1.6566182,30,0,2,1,0,0,1
523,TOI-2996,149.079889,-46.62453,TOI-2996.01,2458568.333,3.255,2.3607613,10,0,2,4,0,1,0
524,TOI-2997,148.72505,-43.688471,TOI-2997.01,2459989.324,4.1301608,2.2060441,36,0,1,1,0,1,0
525,TOI-2998,147.174566,-46.080575,TOI-2998.01,2459303.241,2.297,1.5297119,11,0,31,1,0,0,1
526,TOI-3000,168.196196,-32.852693,TOI-3000.01,2459296.646,3.249,5.20807,22,0,1,1,0,1,0
527,TOI-3001,143.945436,-52.371382,TOI-3001.01,2459302.297,3.329,2.090218,24,0,2,1,0,1,0
528,TOI-3010,136.943889,-61.011529,TOI-3010.01,2459318.201,3.414,9.5537684,22,0,1,1,0,1,0
529,TOI-3017,133.702194,-55.479525,TOI-3017.01,2459300.7,3.333,3.052529,30,0,1,1,0,1,0
530,TOI-302,17.481278,-52.239486,TOI-302.01,2458356.682,1.579,6.70145,10,0,4,7,0,1,0
531,TOI-3023,165.3158231,-72.3567044,TOI-3023b,2459071.192,4.961,3.9014971,36,0,1,1,1,1,0
532,TOI-3028,169.881185,-64.90164,TOI-3028.01,2459359.564,4.811,3.0525705,12,0,1,3,0,1,0
533,TOI-3037,179.184668,-56.756623,TOI-3037.01,2459328.687,3.272,2.1357662,30,0,1,1,0,1,0
534,TOI-3039,153.120744,-67.255542,TOI-3039.01,2459357.446,2.6,3.412893,24,0,2,1,0,1,0
535,TOI-3040,151.501627,-66.898002,TOI-3040.01,2459359.719,2.587,3.5366051,23,0,3,1,0,1,0
536,TOI-3041,149.324748,-68.779105,TOI-3041.01,2459359.135,3.523,2.9599541,42,0,1,1,0,1,0
537,TOI-3045,156.217054,-69.29013,TOI-3045.01,2459356.118,3.528,2.3304358,40,0,1,1,0,1,0
538,TOI-3053,148.573222,-64.296904,TOI-3053.01,2459358.508,2.614,2.9919962,24,0,2,1,0,1,0
539,TOI-3059,155.307542,-58.537011,TOI-3059.01,2460041.489,2.809,1.3935975,45,0,1,1,0,0,1
540,TOI-3065,150.38774,-59.339479,TOI-3065.01,2459330.554,2.305,1.6995805,19,0,9,1,0,0,1
541,TOI-3069,158.941809,-50.498637,TOI-3069.01,2459303.647,0.899,3.8277062,12,0,4,2,0,1,0
542,TOI-3071,173.279052,-56.503387,TOI-3071.01,2459331.967,1.93,1.2669382,10,0,2,1,0,0,1
543,TOI-3076,157.399234,-53.658868,TOI-3076.01,2459331.762,1.902,7.8595931,151,0,1,1,0,1,0
544,TOI-3078,146.555933,-56.299385,TOI-3078.01,2460014.89,0.82,0.5496848,16,0,22,1,0,0,1
545,TOI-3090,152.074959,-53.287048,TOI-3090.01,2459331.296,3.667,6.3272169,10,0,1,8,0,1,0
546,TOI-3091,166.624264,-56.05583,TOI-3091.01,2459331.05,3.84,2.7499877,68,0,1,1,0,1,0
547,TOI-3092,149.573667,-58.926569,TOI-3092.01,2459331.27,1.81,4.4163989,11,0,4,3,0,1,0
548,TOI-3098,173.137772,-46.315267,TOI-3098.01,2460015.104,4.1038025,4.7323433,43,0,1,1,0,1,0
549,TOI-3099,172.108389,-45.016427,TOI-3099.01,2459330.065,2.239,2.5543095,23,0,3,1,0,1,0
550,TOI-3104,149.263633,-49.750476,TOI-3104.01,2458588.299,2.599,10.3069451,10,0,2,24,0,1,0
551,TOI-3106,198.648685,-30.722726,TOI-3106.01,2459331.915,1.789,1.485163,19,0,3,1,0,0,1
552,TOI-3107,196.726352,-31.716391,TOI-3107.01,2459330.174,4.468,4.7343852,28,0,1,1,0,1,0
553,TOI-3116,165.951263,-48.526307,TOI-3116.01,2460014.722,2.0820857,1.6484941,12,0,13,1,0,0,1
554,TOI-3126,177.840549,-76.87837,TOI-3126.01,2459386.794,1.835,1.8246123,36,0,1,1,0,0,1
555,TOI-3127,219.336233,-24.958522,TOI-3127.01,2459357.946,1.878,3.606557,28,0,3,1,0,1,0
556,TOI-3134,212.675539,-66.457671,TOI-3134.01,2458649.589,2.969,2.2308431,40,0,1,1,0,1,0
557,TOI-3135,207.859228,-69.772563,TOI-3135.01,2459357.945,1.98,3.7065603,34,0,2,1,0,1,0
558,TOI-3136,205.332577,-79.40995,TOI-3136.01,2459388.272,2.836,2.6841894,48,0,1,1,0,1,0
559,TOI-3143,216.568723,-63.050473,TOI-3143.01,2459354.834,3.042,2.9902369,186,0,1,1,0,1,0
560,TOI-3145,190.950263,-76.69611,TOI-3145.01,2459382.329,2.713,3.5505931,44,0,1,1,0,1,0
561,TOI-3149,223.977871,-61.063084,TOI-3149.01,2459359.711,3.377,1.1542402,24,0,1,1,0,0,1
562,TOI-3151,225.524773,-55.288205,TOI-3151.01,2459358.412,1.375,1.7257597,35,0,2,1,0,0,1
563,TOI-3153,165.732079,-60.196871,TOI-3153.01,2460014.805,1.6434889,1.1216021,31,0,1,1,0,0,1
564,TOI-3154,162.663087,-60.847019,TOI-3154.01,2460014.877,4.414595,4.0333818,31,0,1,1,0,1,0
565,TOI-3155,203.531487,-59.575607,TOI-3155.01,2459355.282,1.143,4.6492201,10,0,3,1,0,1,0
566,TOI-3156,202.922779,-58.998117,TOI-3156.01,2459359.101,1.49,0.7463239,58,0,1,1,0,0,1
567,TOI-3160,224.565856,-27.68255,TOI-3160.01,2459355.823,2.606,3.9712794,27,0,2,1,0,1,0
568,TOI-3161,201.760571,-53.448129,TOI-3161.01,2460041.774,2.22,1.4010338,39,0,1,1,0,0,1
569,TOI-3162,190.402872,-65.797305,TOI-3162.01,2460041.73,3.5874714,1.5755252,32,0,4,1,0,0,1
570,TOI-3163,191.088792,-55.013313,TOI-3163.01,2459357.895,2.67,3.0749168,32,0,2,1,0,1,0
571,TOI-3167,219.168773,-57.009862,TOI-3167.01,2459355.199,2.545,3.0959309,36,0,1,1,0,1,0
572,TOI-3168,214.225596,-55.013245,TOI-3168.01,2459354.568,2.441,5.1745185,25,0,3,1,0,1,0
573,TOI-3170,167.095117,-71.234231,TOI-3170.01,2459356.724,1.956,1.8923031,17,0,17,1,0,0,1
574,TOI-3177,183.95117,-64.567485,TOI-3177.01,2459359.634,1.945,2.114655,31,0,2,1,0,0,1
575,TOI-3179,155.142566,-62.650952,TOI-3179.01,2459327.566,1.834,4.7076648,30,0,2,1,0,1,0
576,TOI-3180,152.638846,-67.577925,TOI-3180.01,2459359.742,1.217,2.0963263,20,0,14,1,0,0,1
577,TOI-3187,197.579939,-48.908885,TOI-3187.01,2459359.08,2.6,2.0084283,29,0,7,1,0,0,1
578,TOI-3192,196.373989,-66.385163,TOI-3192.01,2459356.691,3.102,2.2350331,56,0,1,1,0,1,0
579,TOI-3195,216.271435,-53.504985,TOI-3195.01,2459360.096,1.117,0.6676722,33,0,5,1,0,0,1
580,TOI-3198,225.760711,-37.303281,TOI-3198.01,2459359.017,2.386,2.1271199,25,0,3,1,0,1,0
581,TOI-3200,213.082385,-53.704865,TOI-3200.01,2459356.724,1.535,6.3087809,10,0,2,2,0,1,0
582,TOI-3202,212.54751,-51.453035,TOI-3202.01,2459358.004,1.241,1.5169786,10,0,3,3,0,1,0
583,TOI-3206,206.103286,-64.496601,TOI-3206.01,2459357.915,3.344,1.9405161,27,0,2,1,0,0,1
584,TOI-3210,173.340353,-63.341897,TOI-3210.01,2459359.909,2.49,2.2364485,53,0,1,1,0,1,0
585,TOI-3219,178.575415,-62.37515,TOI-3219.01,2459358.274,3.856,3.2969977,22,0,2,1,0,1,0
586,TOI-322,63.825203,-56.253674,TOI-322.01,2459177.74,3.6253633,3.9905688,40,0,1,1,0,1,0
587,TOI-3220,178.357087,-61.097733,TOI-3220.01,2459350.857,3.868,7.4316274,51,0,1,1,0,1,0
588,TOI-3223,180.606425,-66.529163,TOI-3223.01,2459358.776,5.755,4.633735,439,0,1,1,0,1,0
589,TOI-3225,220.32663,-61.611797,TOI-3225.01,2459357.364,3.522,9.1509453,10,0,1,12,0,1,0
590,TOI-3228,168.864866,-66.837395,TOI-3228.01,2459358.15,1.368,1.8118703,37,0,3,1,0,0,1
591,TOI-3229,173.708318,-64.73169,TOI-3229.01,2459355.167,3.863,5.21228,28,0,1,1,0,1,0
592,TOI-3233,174.569775,-56.962612,TOI-3233.01,2459331.769,1.754,0.9787891,33,0,2,1,0,0,1
593,TOI-3235,207.4738488,-46.0665139,TOI-3235b,2459690.002,1.48,2.59261842,14,0,1,1,1,1,0
594,TOI-3238,208.889334,-52.524511,TOI-3238.01,2458619.089,3.621,3.224746,13,0,2,2,0,1,0
595,TOI-3241,204.13817,-51.044343,TOI-3241.01,2459351.726,2.445,6.8380862,35,0,1,1,0,1,0
596,TOI-3242,211.181028,-55.447698,TOI-3242.01,2459356.23,2.892,3.0001627,26,0,2,1,0,1,0
597,TOI-3244,207.892594,-59.762737,TOI-3244.01,2458620.952,2.863,4.6606892,39,0,1,1,0,1,0
598,TOI-325,13.877098,-33.512305,TOI-325.01,2458357.721,1.308,4.36907,10,0,3,6,0,1,0
599,TOI-3252,209.185479,-35.288854,TOI-3252.01,2459352.704,2.407,4.3636327,12,0,3,2,0,1,0
600,TOI-3258,157.014455,-85.529118,TOI-3258.01,2459360.105,1.69,1.227961,10,0,4,9,0,1,0
601,TOI-326,356.11482,-46.866601,TOI-326.01,2458354.26,0.499,0.24733,66,0,4,1,0,0,1
602,TOI-3261,47.728524,-73.531972,TOI-3261.01,2459112.397,1.464,0.8831279,10,0,4,6,0,1,0
603,TOI-3268,60.057545,-87.911943,TOI-3268.01,2459387.335,1.42,1.8641295,13,0,2,2,0,1,0
604,TOI-3270,290.676649,-76.322332,TOI-3270.01,2459384.723,2.217,6.4751256,16,0,2,1,0,1,0
605,TOI-3273,318.360827,-66.481594,TOI-3273.01,2459052.958,2.874,4.2955192,21,0,2,1,0,1,0
606,TOI-3277,290.856966,-54.330649,TOI-3277.01,2459058.439,1.688,1.5265889,27,0,3,1,0,0,1
607,TOI-3279,11.092003,-75.629805,TOI-3279.01,2459059.812,0.582,0.4191361,11,0,8,1,0,0,1
608,TOI-3285,295.315233,-35.246927,TOI-3285.01,2459058.995,2.856,2.7022764,27,0,2,1,0,1,0
609,TOI-3289,289.343349,-33.054784,TOI-3289.01,2459059.528,1.434,1.4259934,16,0,33,1,0,0,1
610,TOI-3294,279.640407,-62.301798,TOI-3294.01,2458680.361,2.425,2.5658729,30,0,2,1,0,1,0
611,TOI-3298,274.804997,-71.793902,TOI-3298.01,2459388.725,1.731,3.0537856,32,0,2,1,0,1,0
612,TOI-330,358.751682,-22.538908,TOI-330.01,2458355.692,2.403564,4.2795548,12,0,3,2,0,1,0
613,TOI-3302,185.130699,-84.916673,TOI-3302.01,2459389.246,1.431,1.5570251,11,0,28,1,0,0,1
614,TOI-3314,279.610687,-40.802254,TOI-3314.01,2458679.635,1.363,1.3677581,22,0,10,1,0,0,1
615,TOI-3321,265.760335,-65.008252,TOI-3321.01,2458681.489,4.153,3.6525305,48,0,1,1,0,1,0
616,TOI-3322,265.087598,-63.251885,TOI-3322.01,2459387.911,1.235,1.0571733,21,0,34,1,0,0,1
617,TOI-3330,268.693269,-53.392923,TOI-3330.01,2459387.736,1.317,1.0815202,40,0,2,1,0,0,1
618,TOI-3331A,271.3241672,-34.107171,TOI-3331Ab,2459371.653,2.12304,2.0180231,41,0,4,1,1,0,1
619,TOI-3334,276.041754,-51.036649,TOI-3334.01,2458680.863,3.075,1.9242952,31,0,1,1,0,0,1
620,TOI-3344,272.450977,-31.891545,TOI-3344.01,2458678.654,3.793,3.2229781,36,0,2,1,0,1,0
621,TOI-3351,162.916411,-44.985551,TOI-3351.01,2459327.236,2.699,4.311529,43,0,1,1,0,1,0
622,TOI-3353,106.529815,-75.819559,TOI-3353.01,2460174.15,2.609,4.6658007,10,0,2,11,0,1,0
623,TOI-3353,106.529815,-75.819559,TOI-3353.02,2460167.79,3.076,8.8176457,10,0,2,19,0,1,0
624,TOI-3370,117.781828,-41.578402,TOI-3370.01,2459990.54,2.743,2.3506831,11,0,2,3,0,1,0
625,TOI-3374,117.265588,-36.677812,TOI-3374.01,2459251.491,3.275,2.6543295,55,0,1,1,0,1,0
626,TOI-3384,130.223468,-19.851233,TOI-3384.01,2459277.024,2.212,1.8592079,20,0,8,1,0,0,1
627,TOI-3395,103.644859,-45.064275,TOI-3395.01,2459248.381,1.551,3.2730247,10,0,3,4,0,1,0
628,TOI-3396,127.140149,-34.630225,TOI-3396.01,2459968.457,5.6018512,6.4700007,31,0,1,1,0,1,0
629,TOI-3400,123.624724,-19.590655,TOI-3400.01,2459252.997,4.141,3.8036198,37,0,1,1,0,1,0
630,TOI-3403,120.538954,-41.205439,TOI-3403.01,2459968.985,3.7193393,11.2205176,16,0,2,1,0,1,0
631,TOI-3404,138.098314,-33.256815,TOI-3404.01,2459276.823,2.529,2.5087868,21,0,3,1,0,1,0
632,TOI-3407,119.508998,-33.996094,TOI-3407.01,2459251.754,2.657,1.3847905,15,0,19,1,0,0,1
633,TOI-3418,123.274547,-23.053372,TOI-3418.01,2459963.752,5.3650109,7.3039869,10,0,1,2,0,1,0
634,TOI-3426,156.229013,0.435829,TOI-3426.01,2459570.358,4.289,6.1786733,22,0,1,1,0,1,0
635,TOI-3427,121.316468,-31.849047,TOI-3427.01,2459248.894,2.503,2.9526508,23,0,3,1,0,1,0
636,TOI-3433,135.455975,0.969613,TOI-3433.01,2459246.895,2.076,2.7765784,11,0,2,5,0,1,0
637,TOI-3443,218.278396,-60.093362,TOI-3443.01,2459358.707,2.755,1.0078907,31,0,5,1,0,0,1
638,TOI-3444,241.287509,-46.565649,TOI-3444.01,2459384.535,2.182,2.7188122,45,0,1,1,0,1,0
639,TOI-3445,244.138351,-41.073966,TOI-3445.01,2459382.378,2.681,2.9866836,28,0,2,1,0,1,0
640,TOI-3450,228.035132,-53.313368,TOI-3450.01,2459353.648,3.131,3.6387748,11,0,1,3,0,1,0
641,TOI-3455,180.322203,-76.399578,TOI-3455.01,2458651.745,0.68,0.422425,13,0,6,1,0,0,1
642,TOI-3460,255.920846,-30.770097,TOI-3460.01,2459378.778,6.264,4.6288384,102,0,1,1,0,1,0
643,TOI-3469,250.478927,-62.143614,TOI-3469.01,2459382.834,3.865,2.6566986,31,0,1,1,0,1,0
644,TOI-3474,233.503348,-47.96366,TOI-3474.01,2459358.663,3.647,3.8795023,27,0,2,1,0,1,0
645,TOI-3475,230.90908,-76.895744,TOI-3475.01,2459383.843,3.208,2.7812908,35,0,1,1,0,1,0
646,TOI-3476,237.008308,-50.692487,TOI-3476.01,2459385.897,2.51,4.3205081,23,0,2,1,0,1,0
647,TOI-3478,258.660861,-67.302622,TOI-3478.01,2459385.424,2.961,1.82856,59,0,1,1,0,0,1
648,TOI-348,1.583584,-30.336391,TOI-348.01,2459112.361,1.79,0.49346,13,0,3,2,0,0,1
649,TOI-3483,210.024916,-77.911571,TOI-3483.01,2459388.853,1.529,1.4466788,16,0,30,1,0,0,1
650,TOI-3489,248.914759,-54.855257,TOI-3489.01,2459385.905,3.386,3.7833369,28,0,2,1,0,1,0
651,TOI-3490,155.199044,-78.832021,TOI-3490.01,2459374.125,2.448,9.1317488,12,0,2,1,0,1,0
652,TOI-3491,245.267413,-59.510555,TOI-3491.01,2459383.386,3.549,2.4038651,92,0,1,1,0,1,0
653,TOI-3492,166.636671,-53.73198,TOI-3492.01,2460024.649,5.011,9.2224114,64,0,1,1,0,1,0
654,TOI-3493,205.799033,-22.585444,TOI-3493.01,2459313.044,4.3972747,8.159487,10,0,1,6,0,1,0
655,TOI-3494,204.391966,-37.183458,TOI-3494.01,2459310.021,1.3743369,7.748612,10,0,3,992,0,1,0
656,TOI-3496,158.743551,-52.777606,TOI-3496.01,2460067.735,1.356,1.5505494,18,0,3,1,0,0,1
657,TOI-3498,185.1383,-62.401609,TOI-3498.01,2459353.244,4.024,4.8768783,10,0,1,13,0,1,0
658,TOI-3503,163.714472,-58.569285,TOI-3503.01,2459331.416,2.049,1.1901816,27,0,2,1,0,0,1
659,TOI-3504,300.735006,24.435135,TOI-3504.01,2459771.874,2.2225248,2.1571532,46,0,1,1,0,1,0
660,TOI-3505,297.043476,18.698914,TOI-3505.01,2459793.534,2.004,2.9151556,13,0,2,2,0,1,0
661,TOI-3514,295.556776,32.614099,TOI-3514.01,2459445.483,1.857,1.5039495,44,0,1,1,0,0,1
662,TOI-352,342.067547,-24.838685,TOI-352.01,2458356.83,2.783,11.6235,35,0,1,1,0,1,0
663,TOI-3523,304.283458,42.906534,TOI-3523.01,2459444.921,3.457,2.304583,39,0,1,1,0,1,0
664,TOI-3530,309.083635,38.916455,TOI-3530.01,2459823.603,1.161,1.3570332,39,0,3,1,0,0,1
665,TOI-3531,321.377492,55.722936,TOI-3531.01,2459855.812,4.3071946,3.8100723,69,0,1,1,0,1,0
666,TOI-3532,302.324919,39.120541,TOI-3532.01,2459797.159,2.3270987,2.4555295,12,0,2,1,0,1,0
667,TOI-3533,308.562722,35.395056,TOI-3533.01,2459823.894,2.75,4.3167817,12,0,1,1,0,1,0
668,TOI-354,24.047859,-42.303706,TOI-354.01,2459140.431,1.7,3.0002084,30,0,4,1,0,1,0
669,TOI-3540A,328.9113712,28.1794996,TOI-3540Ab,2459109.141,1.9008,3.119999,117,0,1,1,1,1,0
670,TOI-3543,305.141062,42.89367,TOI-3543.01,2459815.576,3.35,6.481666,47,0,1,1,0,1,0
671,TOI-3545,301.314408,37.349804,TOI-3545.01,2459798.431,3.350315,3.1870439,62,0,1,1,0,1,0
672,TOI-3553,325.603811,29.869375,TOI-3553.01,2459825.771,1.771526,1.9410635,23,0,6,1,0,0,1
673,TOI-3556,312.536937,29.983516,TOI-3556.01,2459823.669,2.232,4.118418,24,0,2,1,0,1,0
674,TOI-3559,296.381383,39.959925,TOI-3559.01,2459770.254,2.3204775,2.5402287,35,0,2,1,0,1,0
675,TOI-3564,305.940369,46.103142,TOI-3564.01,2459820.105,4.550493,4.0875563,41,0,1,1,0,1,0
676,TOI-3568,322.602368,34.739581,TOI-3568.01,2459799.383,2.5881434,4.4178042,10,0,1,3,0,1,0
677,TOI-3569,307.013306,26.401654,TOI-3569.01,2459823.594,3.424,4.5956692,38,0,1,1,0,1,0
678,TOI-3570,305.46164,34.126027,TOI-3570.01,2459823.353,2.974,2.1083693,29,0,2,1,0,1,0
679,TOI-3571,328.455439,47.392259,TOI-3571.01,2459847.743,3.032,3.007925,33,0,2,1,0,1,0
680,TOI-3582,307.292565,50.076925,TOI-3582.01,2459816.902,3.659,4.4168832,20,0,2,1,0,1,0
681,TOI-3583,315.8822,48.687895,TOI-3583.01,2459819.111,5.702662,5.2462501,20,0,1,4,0,1,0
682,TOI-3585,326.807138,34.646627,TOI-3585.01,2459851.899,2.062,3.5410781,10,0,2,5,0,1,0
683,TOI-3586,310.219074,50.922722,TOI-3586.01,2459810.522,3.276,11.3201226,13,0,2,2,0,1,0
684,TOI-3587,316.834683,49.431813,TOI-3587.01,2459823.922,3.796,4.1584817,46,0,1,1,0,1,0
685,TOI-3589,326.392082,39.495055,TOI-3589.01,2459847.255,3.763,3.0827487,66,0,1,1,0,1,0
686,TOI-3593,331.506364,34.211658,TOI-3593.01,2459826.45,2.4584304,3.8212977,25,0,3,1,0,1,0
687,TOI-3600,316.383909,56.504367,TOI-3600.01,2459880.048,3.203,5.016641,39,0,1,1,0,1,0
688,TOI-3602,325.972143,54.574269,TOI-3602.01,2459853.404,2.7458095,2.3874139,42,0,1,1,0,1,0
689,TOI-3605,332.715604,54.481231,TOI-3605.01,2459851.821,3.699,3.6554335,32,0,1,1,0,1,0
690,TOI-3606,321.24506,57.666632,TOI-3606.01,2459866.95,4.867,9.312167,10,0,1,6,0,1,0
691,TOI-3611,344.964568,50.681902,TOI-3611.01,2459879.645,3.709,3.0789699,22,0,2,1,0,1,0
692,TOI-3616,346.752412,47.044576,TOI-3616.01,2459877.452,2.5,2.4188647,41,0,1,1,0,1,0
693,TOI-3617,346.125597,45.324754,TOI-3617.01,2459879.843,2.102,3.2337884,24,0,3,1,0,1,0
694,TOI-3618,340.514856,52.343679,TOI-3618.01,2459878.722,1.567,3.4898546,20,0,4,1,0,1,0
695,TOI-3619,338.755425,54.07911,TOI-3619.01,2459855.832,3.8425146,3.1984621,28,0,1,1,0,1,0
696,TOI-3625,303.777268,59.67691,TOI-3625.01,2459798.328,3.4295536,2.9708659,25,0,2,1,0,1,0
697,TOI-3629,359.7933851,39.3142556,TOI-3629b,2458784.256,2.2,3.936551,11,0,1,4,1,1,0
698,TOI-3633,313.317214,58.094593,TOI-3633.01,2459823.487,1.502,2.5266409,31,0,4,1,0,1,0
699,TOI-3635,349.3018,44.612336,TOI-3635.01,2459853.656,4.3641932,1.8048106,22,0,5,1,0,0,1
700,TOI-3642,45.148251,39.93511,TOI-3642.01,2459902.819,1.829,4.084447,20,0,3,1,0,1,0
701,TOI-3644,29.742342,56.85776,TOI-3644.01,2459906.758,2.006,1.831733,16,0,27,1,0,0,1
702,TOI-3652,46.770809,49.010302,TOI-3652.01,2459906.291,3.691,3.4796904,35,0,2,1,0,1,0
703,TOI-3664,35.308494,59.711857,TOI-3664.01,2459906.71,2.511,3.2975093,21,0,3,1,0,1,0
704,TOI-3668,48.218476,35.093455,TOI-3668.01,2459908.643,1.196,0.7415247,36,0,10,1,0,0,1
705,TOI-3669,31.602366,33.856295,TOI-3669.01,2459909.847,1.356,1.2126653,13,0,41,1,0,0,1
706,TOI-3671,12.407578,56.001551,TOI-3671.01,2459883.547,1.6496023,1.7267432,35,0,2,1,0,0,1
707,TOI-3677,35.837872,60.889963,TOI-3677.01,2458814.425,1.139,3.6923071,40,0,2,1,0,1,0
708,TOI-3678,44.233304,28.771475,TOI-3678.01,2459885.446,5.588206,4.8542148,55,0,1,1,0,1,0
709,TOI-3683,40.958303,54.780398,TOI-3683.01,2459907.843,1.951,1.3697115,34,0,4,1,0,0,1
